
Int #22
 T=112K
  1.00000E+00  4.10395E+01  1.47126E+02  3.06824E+02  6.01406E+02  1.12987E+03  2.48388E+03
 T=295K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  6.31660E-03  2.79137E-02  8.36628E-02  3.67725E-01  1.42337E+01  9.36540E+03
  1.00000E-03  6.23627E-02  2.83023E-01  8.23068E-01  3.72567E+00  4.97639E+01  8.92576E+03
  1.00000E-02  6.38991E-01  2.75597E+00  8.79545E+00  3.50008E+01  2.83063E+02  8.79918E+03
  1.00000E-01  6.54383E+00  2.67304E+01  8.61316E+01  3.26237E+02  1.40576E+03  7.53945E+03
  1.00000E+00  6.02477E+01  1.96931E+02  4.44887E+02  9.09888E+02  1.81358E+03  3.88898E+03

Int #37
 T=112K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  5.82815E-06  3.13902E-05  1.66653E-04  7.58942E-04  4.88479E-03  2.10988E-01
  1.00000E-03  5.99516E-05  3.25932E-04  1.68797E-03  7.55349E-03  4.76246E-02  1.65584E+00
  1.00000E-02  5.91184E-04  3.11450E-03  1.67503E-02  7.53191E-02  4.82925E-01  1.14996E+01
  1.00000E-01  5.38897E-03  2.97450E-02  1.58395E-01  6.83472E-01  3.34695E+00  5.57539E+01
  1.00000E+00  4.75451E-02  1.71070E-01  7.77929E-01  2.68446E+00  1.36435E+01  8.65005E+01
 T=188K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  1.46255E-04  6.31472E-04  1.97397E-03  7.02471E-03  4.58441E-02  7.83006E+00
  1.00000E-03  1.42682E-03  6.29292E-03  1.96704E-02  6.98107E-02  4.26915E-01  1.61223E+01
  1.00000E-02  1.42309E-02  6.23022E-02  1.96490E-01  6.97344E-01  4.11800E+00  8.86012E+01
  1.00000E-01  1.40632E-01  5.94530E-01  1.82414E+00  6.50034E+00  3.43279E+01  4.03696E+02
  1.00000E+00  1.38034E+00  4.13899E+00  1.16940E+01  3.12786E+01  1.20078E+02  6.74203E+02
 T=295K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  4.69816E-04  1.59875E-03  4.67795E-03  1.99812E-02  9.57628E-02  3.35425E+01
  1.00000E-03  4.70285E-03  1.65987E-02  4.91262E-02  1.67312E-01  9.85726E-01  8.18188E+01
  1.00000E-02  4.68565E-02  1.63252E-01  4.64411E-01  1.68380E+00  1.00682E+01  2.59094E+02
  1.00000E-01  4.49404E-01  1.67914E+00  4.59168E+00  1.58541E+01  7.38270E+01  9.87805E+02
  1.00000E+00  4.35667E+00  1.41392E+01  3.61399E+01  8.75458E+01  2.77699E+02  1.60918E+03

Int #38
 T=112K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  1.41460E-06  1.08528E-05  3.94178E-05  1.31314E-04  7.22224E-04  3.61263E-02
  1.00000E-03  1.40287E-05  1.07335E-04  3.92293E-04  1.30271E-03  7.44890E-03  2.56889E-01
  1.00000E-02  1.42091E-04  1.06027E-03  3.90118E-03  1.31051E-02  7.28047E-02  1.92735E+00
  1.00000E-01  1.38104E-03  1.09113E-02  3.75162E-02  1.28002E-01  6.07429E-01  6.72107E+00
  1.00000E+00  1.22337E-02  7.55381E-02  2.11345E-01  5.86910E-01  1.63683E+00  6.80160E+00
 T=188K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  1.88268E-05  7.11726E-05  2.15342E-04  7.32293E-04  4.24738E-03  3.91520E-01
  1.00000E-03  2.02268E-04  6.99846E-04  2.12551E-03  7.36918E-03  4.10949E-02  2.07309E+00
  1.00000E-02  2.00513E-03  7.10349E-03  2.11252E-02  7.35375E-02  4.12140E-01  1.37420E+01
  1.00000E-01  1.81067E-02  7.04669E-02  2.10400E-01  7.42552E-01  3.96299E+00  3.04424E+01
  1.00000E+00  1.78968E-01  6.36769E-01  1.59401E+00  3.70096E+00  9.53079E+00  3.57626E+01
 T=295K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  2.56171E-05  1.18775E-04  3.87241E-04  1.39825E-03  8.58261E-03  8.61867E-01
  1.00000E-03  2.51774E-04  1.24729E-03  3.83759E-03  1.37465E-02  8.47521E-02  6.50703E+00
  1.00000E-02  2.51673E-03  1.22652E-02  3.77501E-02  1.39746E-01  8.80588E-01  3.06554E+01
  1.00000E-01  2.44288E-02  1.21765E-01  3.88709E-01  1.39365E+00  8.61366E+00  8.59689E+01
  1.00000E+00  2.45521E-01  1.19491E+00  3.31070E+00  8.54565E+00  2.38245E+01  9.24988E+01
